Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,pageranks,modularity_class,Authority,Hub,clustering,level,tag,anomaly,fr,fg,location,bio,nation,weight,occup,categ,statu
HS__mz,HS__mz,,117,0,117,0,0,0,0,0.144776,0.000306,109,0.028616,0,0.006897,,,0.93877,39225,92,,‏‏‏‏عابر سبيل يمثل نفسه، بكالوريوس صحافة ونشر إلكتروني ''إن الصمت هو صراخ من النوع نفسه، لكنه أكثر عمقا ولياقة بكرامة الإنسان'' صحفي مستقل يهتم بالبيئة والإعلام,,,,,
A_Abdelmonem82,A_Abdelmonem82,,65,0,65,0,0,0,0,0.117353,0.000292,109,0.004624,0,0.011521,,,0.62416,48720,348,,"‏‏مدرس في كلية الطب جامعة المنصورة ومشرف على موقع إنه القرآن ومهتم بالقضايا القرآنية التربوية والفكرية.

https://t.co/f59BYMoRiB",,,,,
NihadAwad,NihadAwad,,47,0,47,0,0,0,0,0.117874,0.000299,30,0.012571,0,0.014493,,,1.001197,34992,1484,"Washington, DC",‏‏‏‏‏‏‏‏‏‏‏‏National Executive Director of Council American-Islamic Relations (CAIR) The largest Muslim civil rights & advocacy  org. in US. https://t.co/ZelN13CXiI T= my own,,,,,
abazeid89,abazeid89,,84,0,84,0,0,0,0,0.139098,0.000308,30,0.014942,0,0.017632,,,0.858772,93271,380,,أنتمي للثورة السورية العظيمة وحدها، 18 آذار 2011,,,,,
Rawaak,Rawaak,,68,0,68,0,0,0,0,0.105734,0.000302,5,0.022295,0,0.027436,,,0.689508,294267,1518,"Doha, Qatar",Brave women tell me their stories @bekasrtaa @ajarabic ONLY accountable for my tweets! أحاول العبور بسلام لكن دون استسلام. معدّة ومقدّمة برنامج بكسر التاء,,,,,
TamimBinHamad,TamimBinHamad,,147,0,147,0,0,0,0,0.175379,0.000297,0,0.015881,0,0.006755,,,0.308853,973080,0,,"تميم بن حمد آل ثاني، أمير دولة قطر Tamim bin Hamad Al Thani, Amir of the State of Qatar",,,,,
gamalalmoliky,gamalalmoliky,,30,0,30,0,0,0,0,0.086442,0.000294,66,0.012554,0,0.010582,,,0.455826,137259,1839,"الدوحة, دولة قطر",منتج أول أفلام استقصائية؛ مُعد ومقدم برنامج المُتحرّي على قناة الجزيرة، أقدم دورة  تدريب المدربين في معهد الجزيرة للإعلام.. مهتم بدراسة الفلسفة والأدب,,,,,
Saleh_mass,Saleh_mass,,52,0,52,0,0,0,0,0.095366,0.00029,30,0.008733,0,0.006939,,,0.638474,56679,329,,ضائعٌ أوجدهُ الله,,,,,
omayyajoha,omayyajoha,,26,0,26,0,0,0,0,0.093577,0.000295,30,0.011605,0,0.045,,,0.71735,76746,4507,رسامة كاريكاتير,‏تاج رأسي صحابة رسول الله وعلى رأسهم أبي بكر وعمر وعثمان وعلي وفي سويداء القلب أمهات المؤمنين وعلى رأسهم عائشة بنت أبي بكر الحٓصان الرزان,,,,,
ghadaslman,ghadaslman,,39,0,39,0,0,0,0,0.094578,0.000289,100,0.006105,0,0.007824,,,0.667198,49875,249,,لا أحد يعرفني ! الله وحده يعرفني جيدًا !!,,,,,
saidelhaj,saidelhaj,,122,0,122,0,0,0,0,0.198541,0.000317,30,0.035225,0,0.018182,,,1.215098,55894,947,Turkey,طبيب + كاتب وباحث في الشأن التركي  Filistinli Araştırmacı Yazar,,,,,
ayman_shweky,ayman_shweky,,16,0,16,0,0,0,0,0.110226,0.000289,0,0.005369,0,0.032967,,,1.055986,28663,514,مصر . مرسى مطروح,بدوى مصرى عربى مسلم,مصري,,,,
khadeja_ahmad1,khadeja_ahmad1,,21,0,21,0,0,0,0,0.087012,0.00029,0,0.009128,0,0.042105,,,1.322309,16858,114,,,,,,,
AliAAlkandari,AliAAlkandari,,12,0,12,0,0,0,0,0.14625,0.000012,109,0,0,0.027778,,,10.183258,4022,1045,Kuwait,أستاذ جامعي ..,کویتی,1,,اخوانی,
salahkhashoggi,salahkhashoggi,,71,0,71,0,0,0,0,0.085155,0.0003,0,0.024195,0,0.020736,,,0.841829,124046,283,Jeddah,"Son of the late journalist @jkhashoggi ---
Finance & Tech ---
Retweet = Endorsement ≠ Like ---
Snapchat https://t.co/NWLB02JP3b",,,,,
UNarabic,UNarabic,,73,0,73,0,0,0,0,0.174087,0.000308,0,0.029591,0,0.020121,,,,,,,,,,,,
Abdurrahmanezz,Abdurrahmanezz,,21,0,21,0,0,0,0,0.09312,0.000291,5,0.012255,0,0.055263,,,0.326096,288092,3534,"London, England","Son, Father, brother, Lover, Freelancer Journalist, Tv presenter,News Reporter, Writer @AJABlogs @SasaPostMedia and @ِArabi21News comments my own RT≠endorsement",,,,,
hanadyhalawani,hanadyhalawani,,44,0,44,0,0,0,0,0.108229,0.000292,0,0.012705,0,0.026024,,,1.175204,26896,131,,معلمة قرآن ومرابطة في المسجد الأقصى المبارك,,,,,
OlaAlfares,OlaAlfares,,113,0,113,0,0,0,0,0.150006,0.000292,0,0.021491,0,0.006757,,,0.062241,4892337,551,Qatar,Journalist | lawyer,,,,,
aref_hijjawi,aref_hijjawi,,148,0,148,0,0,0,0,0.201374,0.000307,109,0.027155,0,0.010344,,,0.971235,98990,257,"London, UK",كان كاتبا، وكان مذيعا. ثم أدمن التغريد.,,,,,
alrahbi5,alrahbi5,,57,0,57,0,0,0,0,0.239184,0.000294,0,0.025143,0,0.030479,,,0.446548,454362,4121,اليمن,"‏‏‏‏‏‏‏‏‏السكرتير الصحفى السابق للرئاسة اليمنية                                       
مستشار وزير الإعلام اليمني
Advisor to the Yemeni Minister of Information",,,,,
ChahdaJalal,ChahdaJalal,,72,0,72,0,0,0,0,0.171352,0.000302,5,0.021243,0,0.015292,,,0.579387,196020,2641,Doha,"Principal Presenter, Aljazeera @AJArabic. Media Trainer, Aljazeera Media Institute @AJMInstitute. مذيع رئيسي في شبكة الجزيرة",,,,,
JnAlMarri,JnAlMarri,,132,0,132,0,0,0,0,0.23912,0.000307,0,0.03246,0,0.022196,,,0.875179,318454,632,"Doha, Qatar",كاتب وصحافي قطري,,,,,
jaberalharmi,jaberalharmi,,272,0,272,0,0,0,0,0.284431,0.00032,0,0.054926,0,0.011016,,,0.592816,758419,647,الدوحة - قطر,إعلامي قطري,,,,,
Saudis2018,Saudis2018,,201,0,201,0,0,0,0,0.229158,0.000316,0,0.065706,0,0.019328,,,1.072874,85376,61,,"هنا تجدون الموقف الحقيقي للشعب السعودي تجاه التطبيع.
#فلسطين_قضيتي",,,,,
Shuounislamiya,Shuounislamiya,,137,0,137,0,0,0,0,0.157501,0.000304,0,0.038134,0,0.01732,,,0.89386,135028,691,Singapore‎‏,"نحن قوم أعزَّنا الله بالإسلام فمهما ابتغينا العزَّة في غيره أذلَّنا الله.
إدارة: @MoustafaJournal
 تليجرام: https://t.co/6zmtaLjA3D",,,,,
tabbta30,tabbta30,,111,0,111,0,0,0,0,0.136251,0.000311,0,0.043109,0,0.035545,,,1.214392,54878,133,Kingdom of Saudi Arabia,يا قارئي .. لا ترجُ مني الهمس .. لا ترجُ الطرب .. حسبي بأني غاضبٌ .. والنارُ أولها غضب .,,,,,
Sh3aib,Sh3aib,,156,0,156,0,0,0,0,0.167245,0.000295,0,0.029097,0,0.006203,,,0.453079,449341,50,"Istanbul, Turkey",مذيع في الفضاء الإلكتروني 🛸 🎙 أعود إلى الأرض كل نهاية شهر لدفع الفواتير 🌍🔴,,,,,
ELHAMBADER1,ELHAMBADER1,,53,0,53,0,0,0,0,0.113841,0.000295,0,0.014346,0,0.016968,,,0.548997,217179,401,"Qatar, Doha",تشكل مشواري الإعلامي في إذاعة قطر، تلفزيون قطر، قناة الجزيرة الإخبارية، مجلس إدارة شبكة الجزيرة، المؤسسة القطرية للإعلام، دكتوراة في الأدب العربي .,,,,,
GhanemAlmasarir,GhanemAlmasarir,,258,0,258,0,0,0,0,0.303075,0.000315,0,0.057438,0,0.014116,,,0.706292,442892,268,"London, England","Political Satirist 
 galmasarir@gmail.com 
https://t.co/0Y95STSjMR",,,,,
davut1374,davut1374,,106,0,106,0,0,0,0,0.125504,0.000299,0,0.016055,0,0.016712,,,0.329431,110848,21782,Turkey,‏مواليد عفرين حلب سوريا { لاجئ مدى الحياة } يتقن اللغات : الكردية والعربية والعثمانية والتركية Kurdî Arabic Osmanlıca Türkçe,,,,,
Prof_Yousif,Prof_Yousif,,228,0,228,0,0,0,0,0.353679,0.000319,0,0.060564,0,0.015792,,,1.131869,74412,296,uae,أ.د. يوسف خليفة اليوسف، أستاذ الإقتصاد بجامعة الإمارات.. --- مجموعة المقالات الخاصة بتويتر: https://t.co/sreOE6oM4A,,,,,
Alq_naser,Alq_naser,,118,0,118,0,0,0,0,0.145284,0.000306,0,0.048706,0,0.041576,,,1.09818,17389,437,,"لا أدين لسيد ولم يستعبدني بشر…الشجاعة ديدن العرب وفطرتهم""عودوا لما كان أجدادكم عليه فرسان حرب وأئمة سلام"" MA International Relations & Security OBU-",عربستانی,,,,
abqatar,abqatar,,99,0,99,0,0,0,0,0.165342,0.000305,0,0.032425,0,0.018304,,,0.725149,246721,956,مزبن الخائف ، و كعبة المضيوم,سبحان الله وبحمده سبحان الله العظيم,,,,,
ok1aj,ok1aj,,311,0,311,0,0,0,0,0.349239,0.000328,0,0.061568,0,0.009404,,,0.888203,124351,977,دولة الكويت - الفحيحيل,مواطن -مع وقف التنفيذ-               0096566066414,,,,,
MajedAlasmariAP,MajedAlasmariAP,,297,900,1197,7,0.309896,0.355095,4447633.125544,0.384112,0.000371,0,0.091788,0,0.021294,seed1,,1.031102,23627,1736,AP,"مسلم عربي
موال لأهل الإسلام
أدعوا لإسقاط الطواغيت والمنافقين والغلظة عليهم
(وجاهدوا في الله حق جهاده هو اجتباكم
وما جعل عليكم في الدين من حرج ملة أبيكم ابراهيم)",سعودی,2,,,معارض
M_alumri,M_alumri,,117,455,572,7,0.326112,0.361738,845121.086956,0.242958,0.000337,0,0.062527,0.206365,0.025913,,,1.440706,8675,493,بريطانيا,مدير مركز الجزيرة العربية الإعلام  https://t.co/duMyKyTiEZ,عربستاني,,,,
AlhawaliAa,AlhawaliAa,,79,587,666,7,0.327118,0.36746,1438946.487774,0.187444,0.000318,0,0.05551,0.22071,0.016443,,,1.970243,5187,608,,Warning: The instant translator (Google & Bing) which are built-in Twitter mostly provide misleading translation from Arabic to English .,عربستانی,,,,سلفی-اخوانی-صحوی
jamelakbar,jamelakbar,,54,0,54,0,0,0,0,0.154648,0.000326,0,0.040927,0,0.067489,,,1.968903,6436,25,,"كون أننا لا نرى الحل المعاصر لواقعنا المعقد إن طبقنا الشريعة فهذا لا يعني انه غير موجود. التوضيح في قص الحق https://t.co/2IeD6BjGSe M Arch AS, PhD 1984, MIT",,,,,
_end1435,_end1435,,139,0,139,0,0,0,0,0.180562,0.00031,0,0.054927,0,0.026379,,,1.321148,30509,287,قمعّستان .،,"‏‏‏‏‏‏‏‏‏‏‏ديّنِي يأمُر بالحُريّة ؛ وسلّطانٌ يأمُر واعِظاً فيكفُر بديني وإيمانِي .
(سأموت واقفاً)",,,,,
MediaCenterAA,MediaCenterAA,,209,429,638,7,0.314186,0.350705,1422223.50465,0.297292,0.000335,0,0.056983,0.199898,0.027985,,,1.00553,132596,445,لندن,مركز الجزيرة العربية للإعلام / نشرة إخبارية متخصصة ترصد أخبار السعودية وتجمعها في موقع واحد | تيليجرام | https://t.co/y5tDIf8x1L,,,,,
almass3ari,almass3ari,,288,0,288,0,0,0,0,0.288583,0.000332,0,0.059086,0,0.013156,,,0.908746,201500,535,"London, UK","أمين عام حزب التجديد الإسلامي  (سكايب  Almass3ari)  
للتواصل(الأسئلة، والرسائل الخاصة، والدعم): https://t.co/78NJ1X4DHI",,,,,
n_alharbi12,n_alharbi12,,131,0,131,0,0,0,0,0.171818,0.000328,0,0.056313,0,0.039225,,,1.353253,41576,231,المملكة العربية,قناة تلغرام  https://t.co/208ArYMoG1,,,,,
Mohammadtajdeed,Mohammadtajdeed,,112,0,112,0,0,0,0,0.114042,0.000296,0,0.031513,0,0.023086,,,0.992405,48974,575,,,,,,,
fahadlghofaili,fahadlghofaili,,215,488,703,7,0.31013,0.34686,671338.320832,0.216527,0.000329,0,0.05699,0.257556,0.035678,,,1.038206,62926,506,,فهد الغفيلي .. باحث وناشط مهتم في شؤون الخليج السياسية,,,,,
BasheerNafi,BasheerNafi,,112,0,112,0,0,0,0,0.13709,0.000296,30,0.011636,0,0.006716,,,0.787749,61341,116,,"Historian, studying Middle-East & Islamic History.",,,,,
hassan_aldiqqi,hassan_aldiqqi,,149,0,149,0,0,0,0,0.154377,0.000301,0,0.030113,0,0.014284,,,0.96955,66915,412,UAE SHARJAH,"‏‏‏‏حسن أحمد الدقي
أمين عام حزب الأمة الإماراتي،
مؤلف كتاب ملامح المشروع الإسلامي عام 2004م،
متخصص في الاستراتيجية الإسلامية",,,,,
AzzamTamimi,AzzamTamimi,,222,0,222,0,0,0,0,0.256678,0.000307,30,0.030096,0,0.006787,,,0.69976,269787,63,"London, UK",Lectures & writes on Palestine & Islamic Political Thought & Islamic Movements. Freelance Presenter @alhiwarchannel,فلسطینی,,,,
hamadjjalthani,hamadjjalthani,,171,0,171,0,0,0,0,0.190657,0.000296,0,0.024641,0,0.005082,,,0.532096,375898,1,"Doha, Qatar",HBJ,,,,,
Hamed_Alali,Hamed_Alali,,278,0,278,0,0,0,0,0.276029,0.000322,0,0.054768,0,0.00874,,,0.858577,207219,0,,هذا الحساب هو لموقع الشيخ وماينقل هنا له حصريا ويدار من إدارة الموقع ولهذا ليس فيه ( following),,,,,
tajalsserosman,tajalsserosman,,327,0,327,0,0,0,0,0.383929,0.000321,0,0.06911,0,0.01076,,,0.732598,476393,1009,,مفكر عربي - بعثي قومي - رئيس المركز القومي الاستراتيجي - حساب شخصي - وطني أينما وجد الضاد  ليس لوطني حدود,,,,,
amansouraja,amansouraja,,367,0,367,0,0,0,0,0.444154,0.000329,0,0.068371,0,0.008666,,,0.575796,968179,1725,"Doha, Qatar","Host, Al-Jazeera Media Network “Bela Hodod”& “Shahed Ala Alasr” columnist Writer & Author of25 books, including: Under Fire in Afghanistan. &Fallujah battle",,,,,
Ibnukenana,Ibnukenana,,139,0,139,0,0,0,0,0.159115,0.000304,0,0.026781,0,0.015339,,,1.075833,40327,1,,بديع الزمان، وواحد دهره في البيان.,,,,,
ismail_yasa,ismail_yasa,,331,0,331,0,0,0,0,0.298588,0.000317,0,0.043145,0,0.006729,,,0.69796,386723,384,,كاتب تركي,,,,,
HadiAlabdallah,HadiAlabdallah,,303,0,303,0,0,0,0,0.258491,0.0003,30,0.020005,0,0.002776,,,0.440119,712754,416,Syria,"صحفي سوري مستقل، أنقل آلام السوريين وآمالهم، حائز على جائزة مراسلون بلا حدود الدولية لعام 2016
أتقبل كل الآراء .. مرحبا بكم جميعا",,,,,
jamalrayyan,jamalrayyan,,238,0,238,0,0,0,0,0.197706,0.000306,0,0.037161,0,0.005283,,,0.240433,2092581,634,Aljazeera Anchorman Doha Qatar,اول مذيع على قناة الجزيرة،وأحد قادة الرأي في التعبير عن هموم وآمال الشعوب العربية الاسلامية، أنتم مصدر قوتي،شكرا لكم First news anchor & moderator on Al Jazeera,,,,,
drassagheer,drassagheer,,199,144,343,8,0.261414,0.286562,97631.127905,0.288434,0.00031,0,0.051181,0.082434,0.065225,,,0.427123,927824,153,egypt,"‏ع‏‏‏‏‏‏ضو مجلس أمناء الاتحاد العالمي لعلماءالمسلمين، مستشار وزير الأوقاف وكيل اللجنةالدينية بالبرلمان المصري السابق
https://t.co/HwBNLSvTjO",,,,,
SMTayyar,SMTayyar,,78,0,78,0,0,0,0,0.083257,0.000295,0,0.028712,0,0.016484,,,0.906777,66675,295,,"#NAME?",,,,,
malmatarq8,malmatarq8,,19,184,203,8,0.280273,0.307326,183257.295407,0.088061,0.000293,78,0.011982,0.02854,0.003274,,,1.099346,4981,192,Toronto-London-Kuwait,Studied Political Science at: @K_University @McMasterU @UWindsor tweeting about GCC affairs and some random political issues. Director of Jusur Think Tank.,كويتي,,,,
bookshamza,bookshamza,,111,0,111,0,0,0,0,0.142752,0.000306,0,0.029999,0,0.017848,,,0.912304,102532,3153,hamzaalsalembooks@gmail.com,"كتب لم يسبقها خط أو قول، فلا بديل لما احتوته علومها.
اقتصاد من لا اقتصاد له،اقتصاديات الزكاة، تصحيح فقة الربا.
الان الطبعة الثالثة في المتجر الإلكتروني",,,,,
thmanyah,thmanyah,,68,0,68,0,0,0,0,0.105771,0.000292,57,0.00289,0,0.00676,,,0.466416,182998,31,الرياض,شركة ثمانية للنشر، نصنع وثائقيات وننشر مقالات ونصدح عبر الأثير الجديد، بودكاست. كل إنتاجنا يصنع بحبٍ من مدينة الرياض. 🎥🖌🎙🌳 ahlan@thmanyah.com,,,,,
salnasser,salnasser,,78,0,78,0,0,0,0,0.080437,0.000292,109,0.007725,0,0.013653,,,0.791219,22786,788,الرياض,,,,,,
binnahar85,binnahar85,,161,0,161,0,0,0,0,0.269318,0.000311,0,0.034505,0,0.009474,,,0.996974,85957,416,,لا تجعل عقلك كمقبض الباب يدور مع كل قابض. إعادة التغريد لا تعني الموافقة.,,,,,
I0ll,I0ll,,142,0,142,0,0,0,0,0.131109,0.000289,109,0.004288,0,0.002364,,,0.478975,176718,249,,”كنتُ على حق في الزمنِ الخطأ”.,,,,,
AhmadyuAlsayed,AhmadyuAlsayed,,179,0,179,0,0,0,0,0.195564,0.000307,109,0.037761,0,0.009681,,,0.900301,108208,182,,مشرف على أكاديمية الجيل الصاعد الالكترونية و #البناء_المنهجي وتسهيل السنة. لي من الكتب: سابغات، كامل الصورة، إلى الجيل الصاعد، تثبيت حجية السنة؛ وغيرها.,,,,,
omaralshehabi,omaralshehabi,,35,0,35,0,0,0,0,0.129323,0.000293,6,0.01089,0,0.017045,,,0.601293,13259,2525,ضفاف الخليج بطولها,,,,,,
odab1380,odab1380,,9,0,9,0,0,0,0,0.09884,0.000012,30,0,0,0.053571,,,8.795088,3455,1084,,https://t.co/33Irs1yvUR زوروا مدونتي الجديدة قد تجدون فيها مايفيد,عربستانی,,,,
dareiainfo,dareiainfo,,180,36,216,8,0.265244,0.289689,53600.30224,0.200316,0.000323,0,0.066438,0.041572,0.062319,,,1.174993,58160,42,,نوضّح الحقائق بالأرقام والصور دون تزييف أو تضليل,,,,,
dochijazi,dochijazi,,109,0,109,0,0,0,0,0.114671,0.000303,0,0.024846,0,0.011682,,,0.809342,98238,407,الأردن,كاتب وباحث أكاديمي ومراقب لأحوال الأمة وقضايا العالم الكبرى,,,,,
WalidAlhathloul,WalidAlhathloul,,126,0,126,0,0,0,0,0.22754,0.000326,0,0.060642,0,0.036,,,1.271663,33224,1808,Toronto - Riyadh,HOPE,,,,,
Below19,Below19,,65,0,65,0,0,0,0,0.089568,0.000292,0,0.01632,0,0.016121,,,0.689467,133768,1509,,parody account ——- snap: below191,,,,,
933557265,AJAPodcasts,,35,0,35,0,0,0,0,0.082264,0.000291,30,0.012488,0,0.016098,,,,,,,,,,,,
AbtTrend,AbtTrend,,42,0,42,0,0,0,0,0.08756,0.000295,0,0.023561,0,0.023229,,,0.341351,551887,1,Kingdom of Saudi Arabia 🇸🇦,تبي تعرف سالفة الهاشتاق؟ فولو وتجيك السالفة أول بأول! حسابنا الاحتياطي @abtwhaat للإعلان:abt.whaat@gmail.com,,,,,
Almohawer_T,Almohawer_T,,74,0,74,0,0,0,0,0.079504,0.000298,109,0.015131,0,0.009513,,,0.690317,67921,4,,"‏رؤيتنا: الريادة في تعزيز اليقين بأصول الإسلام وثوابته، وتأهيل المحاورين والرد على المشككين في الإسلام Info@almohawer.org
تحت إشراف بينات",,,,,
3_icare,3_icare,,133,0,133,0,0,0,0,0.131597,0.000296,0,0.027498,0,0.009542,,,0.728344,156769,2,,الشُبهة لبس يحصل في الفهم يجعلك ترى الحق باطلا والباطل حقا وكلما ازداد جهلك كلما كثرت شبهاتك، حساب مشترك بين عدد من طلاب العلم.,,,,,
almessiry,almessiry,,92,0,92,0,0,0,0,0.096331,0.000295,30,0.005621,0,0.009158,,,0.675736,119715,10,Egypt,مفكر إسلامي، مؤلف موسوعة اليهود أحد أكبر الأعمال الموسوعية العربية في القرن، استطاع من خلالها إعطاء نظرة جديدة علمية للظاهرة اليهودية، هنا من فلسفته رحمه الله.,,,,,
naizaktv,naizaktv,,249,0,249,0,0,0,0,0.222016,0.000307,109,0.028266,0,0.005714,,,0.235045,2242584,232,الحساب يهتم بنشر حقائق صادمة عن حياة لم نعرف عنها إلا أنها الجنة التي يتمناها الجميع,صانع أفلام وثائقية | الحساب لترجمة المقاطع من 4 لغات وقليل من التنويع | الخاص لاقتراحات الترجمة ((فقط)) | مالاينشره الإعلام ستجده هنا | حساب بديل @naizaktv1,,,,,
aalkawakebi,aalkawakebi,,82,0,82,0,0,0,0,0.137198,0.000297,0,0.023663,0,0.020988,,,1.561576,17576,0,"London, England",من أجل مناهضة الاستبداد في العالم العربي.  Dedicated to Resisting Autocracy in the Arab World.,,,,,
mercan_resifi,mercan_resifi,,141,0,141,0,0,0,0,0.240626,0.000312,0,0.041202,0,0.015005,,,0.818655,196872,412,"Turkey, Oman",باحثة تركية مهتمة بالشأن العُماني، قل كلمتك و امش. Turkish researcher interested in Omani culture and practices ... Say your talk and walk away,,,,,
a_alemran,a_alemran,,82,0,82,0,0,0,0,0.097143,0.000296,109,0.005764,0,0.00787,,,0.603234,143572,290,,‏‏مهتم بالعلم، والتأليف، وتحقيق كتب التراث، والإشراف على المشروعات العلمية| إيميل: aliomraan@hotmail.com,,,,,
WaleedMjd,WaleedMjd,,96,0,96,0,0,0,0,0.188986,0.000298,100,0.015751,0,0.009151,,,0.966739,50419,678,The Three Kingdoms ..,A wandering Arab .. with a chronic headache.,,,,,
mnaw7,mnaw7,,119,0,119,0,0,0,0,0.110467,0.000297,109,0.018902,0,0.007121,,,0.376423,594696,134,المملكة العربية السعودية,‏لا نكتب التاريخ للترفيه أو التسلية بل للتعريف والوعي و حتى لا تيأس وتعلم أننا أمة تضعف ولكن لا تموت... اعلم أن التاريخ يعيد نفسه... للإعلان التواصل على الخاص,,,,,
kdriyadh,kdriyadh,,211,0,211,0,0,0,0,0.362287,0.000322,100,0.03661,0,0.010103,,,0.850609,245870,432,في كل مكان، وكل مساحة,"Political Sociologist, used to be a columnist in Alhayat Daily. Author of The Wahhabiyyah Between Shirk & Disintegration of the Tribe. in Arabic - 2013.",عربستانی,,نویسنده,لیبرال,
AklAlbahli,AklAlbahli,,105,0,105,0,0,0,0,0.277277,0.000318,0,0.039289,0,0.033981,,,1.34032,69296,1099,,ناشط في حقوق الإنسان والإعلام السياسي,,,,,
SultanAlMajroub,SultanAlMajroub,,74,0,74,0,0,0,0,0.111367,0.000302,0,0.033633,0,0.020358,,,1.227823,25085,633,Kuwait,https://t.co/3kXOSBdj0i,,,,,
SalehAlshehi,SalehAlshehi,,162,0,162,0,0,0,0,0.175566,0.000293,100,0.015355,0,0.003571,,,0.314352,886637,424,المملكة العربية السعودية,كاتب صحفي,,,,,
AbdullahK5,AbdullahK5,,107,0,107,0,0,0,0,0.124466,0.000299,4,0.016873,0,0.005301,,,,,,,,,,,,
BO_6ALLEB,BO_6ALLEB,,90,0,90,0,0,0,0,0.219584,0.0003,0,0.0346,0,0.025528,,,1.215778,19176,753,(UK) لن_نجامل#,""" مُغرد ربيعي """,,,,,
N_BinGhaith,N_BinGhaith,,57,0,57,0,0,0,0,0.149121,0.000291,6,0.006798,0,0.012458,,,0.715554,29555,448,الإمارات العربية المتحدة,ما زلتُ أبحثُ عن سربٍ لأغرد خارجه,اماراتي,,,,
Az_Aloudah,Az_Aloudah,,214,0,214,0,0,0,0,0.287439,0.000311,0,0.027525,0,0.007422,,,0.841369,99224,304,,عبدالعزيز، عبدٌ لله عزيز .. هكذا وُلدت وهكذا ألقى الله العزيز.,,,,,
NajeebZamil,NajeebZamil,,115,0,115,0,0,0,0,0.081754,0.000288,100,0.001533,0,0.002212,,,0.083714,367818,30947,المملكة العربية السعودية,"""ياحبي لكم "" الحساب بإدارة مبادرة نجيب عبدالرحمن الزامل المجتمعية، وتحت إشراف جمال عبدالرحمن الزامل @zamil_jamal",,,,,
Eyaaaad,Eyaaaad,,142,0,142,0,0,0,0,0.175685,0.0003,0,0.027093,0,0.007503,,,,,,,,,,,,
agrni,agrni,,258,0,258,0,0,0,0,0.300906,0.000311,109,0.032344,0,0.004795,,,0.740466,193423,629,,كنت جميلا أحب الكتابة ثم عاديا يكتب لأنه مقهور ثم قبيحا يعمل كاتبا مأجورا. عبدالله أم سهيل؟ لست اسما؛ أنا فعل ماض إلى حتفه، أنا المهدي الذي لا ينتظره أحد !,,,,,
BassamJaara,BassamJaara,,94,0,94,0,0,0,0,0.102376,0.000294,0,0.014211,0,0.01304,,,0.64193,246537,573,,الهدنة خدعة وفتنة وتآمر... من يهادن خائن,,,,,
No_Rumors,No_Rumors,,65,0,65,0,0,0,0,0.117419,0.000295,30,0.016733,0,0.010665,,,0.194108,1092970,51,info@NoRumors.net,شبكة هيئة مُكافحة الإشاعات هي منصة إعلامية سعودية مستقلة، ومنذ عام ٢٠١٢ لاتزال الشبكة الاولى والاكبر للتصدي للإشاعات وإحتوائها بحيث لاتشكّل ضرراً على المُجتمع.,,,,,
AlkamiK,AlkamiK,,145,0,145,0,0,0,0,0.274473,0.0003,100,0.012806,0,0.008091,,,0.520139,360680,381,تحرير العقول قبل تحرير الأوطان,جسد حرّ عقل سجين.. هدر للأكسجين.. alalkami@gmail.com,,,,,
Barjasbh,Barjasbh,,97,0,97,0,0,0,0,0.095108,0.000296,0,0.018839,0,0.007195,,,0.367058,534166,1244,الدمام,مستشار سابق بالتخطيط الاستراتيجي في أرامكو، متفرغ حاليا، استشارات هندسية، إدارة أعمال عليا واقتصاد barjasbh@gmail.com https://t.co/NoTtwwHj16,,,,,
AbAmri,AbAmri,,123,0,123,0,0,0,0,0.10632,0.000291,100,0.013061,0,0.005464,,,0.302574,760373,348,"Riyadh, Saudi Arabia",قالﷺ: منْ كانَ يُؤْمِنُ بالله واليوم الآخر فليقل خيراً أو ليصمتْ | أتشرّفُ بمن تفضّل بالمتابعة، آملاً تفهّمَ تقصيري الشديد بالرّد على جميع التعليقات والردود,,,,,
naseralomar,naseralomar,,240,0,240,0,0,0,0,0.168484,0.000298,100,0.015739,0,0.002075,,,0.08743,5720343,0,http://almoslim.net/naser,أستاذ القرآن وعلومه بجامعة الإمام محمد بن سعود سابقاً,,,,,
MohamadAhwaze,MohamadAhwaze,,180,0,180,0,0,0,0,0.268227,0.000303,30,0.027384,0,0.008121,,,0.568474,456203,1240,"The Hague, The Netherlands",Editor of Iranian affairs in Al-Qabas International @alqabas للتواصل: 📩MA1925ahwaz@gmail.com,,,,,
awadalqarni,awadalqarni,,306,0,306,0,0,0,0,0.353173,0.000314,100,0.032211,0,0.004071,,اخوان حجاز,0.264884,2069824,2623,"Saudi , Abha",مهتم بوطنه ويحب مجتمعه ويشغله مناصرة أحوال المسلمين في كل مكان,عربستانی,,,اخوانی-بنائی-حجازی,
TalalAbdulaziz,TalalAbdulaziz,,89,0,89,0,0,0,0,0.132322,0.000297,100,0.004385,0,0.009927,,,0.224362,814949,12,المملكة العربية السعودية,"مؤسس 
Founder of @AGFUNDProgram @Arabou_HQ @Arabccd @CAWTAR_ONG @ArabNetNGOs @PTIPrize",,,,,
